Group,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190s,200s,210s,220,230,240,250,260,270,280,290,300,310,320
Control,0.936519629,0.92491053,0.882416258,0.031855703,0.041089875,0.050704225,0.062648846,0.06142689,0.062051148,0.071421712,0.078109465,0.071038654,0.083229257,0.077970267,0.092178087,0.095927076,0.09060246,0.105535255,0.107844409,0.106120447,0.108202634,0.107922992,0.122712392,0.121128718,0.132162586,0.132888889,0.135485659,0.143509924,0.140518839,0.144836678,0.155635166,0.145469901,0.142698655,0.154178257,0.159964408,0.155869789
Control,0.901646355,0.994141909,0.91223967,0.039129914,0.075844693,0.092256581,0.094448498,0.138510101,0.115272054,0.144904936,0.134417914,0.123495615,0.127876184,0.161919223,0.167793639,0.178260601,0.168293817,0.16801406,0.174945613,0.174673859,0.196809475,0.202605823,0.222333188,0.208111404,0.182280012,0.209468058,0.253596383,0.250454209,0.23519392,0.176138627,0.235687628,0.255603023,0.26953097,0.27077748,0.2834738,0.275377202
Control,0.85874733,0.760607215,0.863845832,0.056198218,0.090834135,0.105041437,0.120023945,0.099324475,0.11965812,0.136589626,0.166450987,0.150092285,0.143077646,0.152929369,0.127198827,0.162303665,0.179557021,0.121286592,0.170533229,0.200835931,0.172286653,0.197094218,0.205709367,0.181020255,0.193476348,0.198862848,0.192329999,0.199275887,0.167862782,0.206974374,0.206222757,0.186833369,0.25341951,0.209424455,0.214417745,0.241332834
Control,0.796801432,0.85154204,0.838424943,0.040449115,0.045742817,0.055558846,0.068418546,0.070973967,0.075734948,0.087307808,0.065297225,0.081785685,0.081126097,0.092750026,0.080944972,0.103345135,0.101333761,0.101349313,0.092432241,0.103818259,0.103709687,0.116480487,0.10737403,0.108462758,0.101274702,0.101062392,0.103992729,0.110470385,0.102177285,0.102203269,0.108435496,0.129645725,0.120382352,0.129263087,0.132232449,0.135105795
Control,0.98212573,0.988603118,0.95184688,0.02158696,0.036652025,0.05524632,0.065113057,0.075216828,0.067979606,0.063144452,0.0809609,0.096204896,0.095971448,0.126194226,0.109755502,0.114175479,0.111364312,0.104082571,0.099796637,0.112849668,0.118257261,0.151238455,0.135349058,0.136677242,0.135996145,0.144762925,0.13914667,0.144099109,0.145308281,0.181078391,0.160146976,0.161945484,0.180470163,0.14188323,0.153393174,0.150764968
Control,0.751267312,0.746097076,0.750082813,0.01095741,0.023544657,0.030386115,0.039785358,0.039869917,0.045463907,0.043611284,0.055150695,0.0593382,0.059252876,0.048541954,0.05814254,0.047006524,0.068780268,0.075373036,0.065730951,0.064737075,0.072248113,0.075036075,0.075649011,0.066429193,0.07705838,0.077886605,0.08950508,0.093319532,0.086254562,0.090830567,0.091285961,0.101010691,0.090243425,0.084005164,0.102173084,0.101144876
Control,0.746575944,0.723793132,0.775124258,0.019588682,0.043196544,0.043808672,0.041618671,0.047235394,0.064003396,0.057021701,0.063455214,0.066723504,0.077123528,0.096695465,0.078848748,0.0905385,0.059623691,0.077893092,0.088358459,0.112473264,0.098828477,0.104251386,0.079650619,0.068018018,0.093263708,0.085581167,0.083556108,0.096916786,0.108087821,0.059355115,0.081075003,0.063967806,0.024653897,0.096238426,0.088930088,0.078012496
Control,0.434783664,0.431189522,0.427926355,0.019384716,0.021705392,0.026063644,0.02865832,0.040150155,0.036097763,0.035363599,0.033715013,0.052983123,0.044979805,0.043932258,0.054521883,0.05522021,0.058019654,0.059015576,0.073723858,0.069473363,0.078820456,0.07496297,0.069010417,0.074145695,0.086282048,0.08351302,0.084400719,0.089024559,0.092913822,0.092871923,0.081839197,0.088925648,0.104490975,0.101866762,0.101475228,0.09051492
Control,0.970843846,0.946878164,1.020626226,0.08115942,0.123722685,0.114954291,0.116424408,0.148066623,0.174335622,0.149777901,0.122278535,0.149476528,0.148755393,0.159033789,0.181121751,0.164842411,0.173488439,0.1970388,0.180061678,0.202044695,0.177872278,0.217482282,0.238909161,0.266736256,0.225943612,0.194161667,0.249421445,0.224790053,0.242224565,0.261667225,0.190557344,0.263661017,0.248239437,0.248264598,0.301315978,0.252871982
Control,0.977784442,1.026782609,1.097283299,0.251325088,0.273701125,0.321924713,0.318334072,0.320283064,0.31972773,0.33585144,0.336486012,0.347880061,0.356059505,0.373433339,0.367435904,0.381538094,0.394366197,0.394926183,0.403667676,0.42280007,0.40245872,0.457712073,0.427982063,0.433887265,0.436578835,0.442960604,0.455971331,0.463789005,0.483317899,0.504398434,0.512910056,0.565424442,0.537628758,0.512819093,0.497202151,0.571452218
Control,1.239749324,1.253662488,1.293948324,0.309926291,0.315105753,0.322254366,0.359247912,0.351170425,0.43335964,0.425513719,0.456172363,0.407614608,0.475346159,0.446801278,0.455545393,0.482358706,0.433257768,0.482890085,0.506638356,0.460628449,0.490901387,0.505489937,0.514078784,0.538925785,0.541665647,0.471331767,0.505760178,0.557736544,0.576152472,0.592286302,0.507944093,0.505099494,0.532512665,0.516855514,0.601240491,0.542357606
Control,1.017131095,1.00860934,1.026562961,0.162139432,0.187907391,0.211973534,0.221604364,0.243878043,0.256337113,0.242741736,0.27269783,0.274888103,0.248882318,0.286995353,0.304508767,0.284584626,0.285578339,0.301965359,0.312841891,0.310922084,0.337252349,0.336523864,0.326377035,0.353731671,0.34075796,0.354261196,0.346915234,0.352700792,0.36560977,0.385823554,0.332767338,0.312032473,0.318507527,0.338478686,0.334793047,0.368861094
Control,0.883193049,0.889116343,0.89728749,0.158403292,0.192716564,0.204518519,0.227685269,0.21450962,0.240044755,0.237915544,0.249013176,0.265498678,0.268668279,0.28757254,0.3141562,0.314551422,0.307853155,0.321317001,0.306793163,0.320931096,0.338255007,0.322834489,0.346234072,0.401244168,0.38166231,0.352296841,0.345156586,0.335254376,0.356680185,0.363754812,0.360646059,0.343813267,0.36607825,0.384522221,0.414593119,0.444080304
Control,0.905397544,0.936383911,0.903173758,0.177836949,0.204285714,0.21125232,0.218337428,0.224872873,0.229534738,0.251005808,0.240985048,0.274190234,0.294745265,0.287454037,0.298949454,0.292299716,0.316927806,0.302783692,0.318180392,0.322465128,0.329727268,0.333416983,0.339343075,0.335535689,0.345570379,0.33287308,0.335507819,0.347304444,0.357321034,0.37063431,0.381360098,0.381241185,0.390624496,0.366275576,0.366963542,0.373521082
Control,0.995699313,0.997508473,1.038075005,0.195720241,0.216360381,0.227384172,0.25544006,0.263830167,0.270865998,0.27805786,0.285026358,0.293564266,0.292347737,0.305851113,0.321344383,0.30661197,0.323956092,0.325493885,0.357871832,0.36729533,0.354497254,0.371440243,0.357390518,0.371956243,0.373445065,0.367381586,0.364243579,0.369895376,0.383188383,0.388615866,0.408000757,0.417567647,0.415868072,0.425059065,0.410520045,0.436481375
Control,0.918661364,0.99023557,1.055646398,0.23329152,0.250290009,0.230371172,0.254610594,0.276646151,0.252874612,0.270680764,0.296881446,0.309377241,0.289009277,0.311265388,0.296745892,0.318467723,0.308521173,0.340646597,0.321216174,0.321668848,0.336060549,0.321123263,0.325544527,0.316870301,0.340904762,0.362461844,0.365546524,0.360635845,0.381464536,0.368881161,0.342039374,0.342976744,0.359695496,0.370686439,0.396288236,0.3828878
Control,1.13501396,1.055162248,1.100262688,0.051581801,0.080913121,0.104690312,0.116185846,0.119426752,0.135681728,0.134338987,0.148835019,0.161495327,0.159003167,0.166487069,0.159806088,0.185776131,0.202775882,0.17493188,0.185091922,0.189274656,0.222798999,0.215928771,0.211579386,0.205320751,0.222427049,0.241618497,0.248958381,0.250772517,0.244956332,0.271289014,0.271277679,0.282632861,0.276187093,0.257145623,0.275462801,0.288046647
Control,0.983807284,0.965065677,0.942488665,0.082081945,0.127778316,0.163933468,0.154719824,0.182206378,0.185102736,0.21782877,0.222937345,0.22995408,0.242602745,0.243956335,0.251105708,0.251262932,0.278107398,0.278910925,0.293706157,0.309128672,0.312304665,0.325141886,0.326429675,0.343413074,0.343138237,0.356762767,0.378100177,0.364508728,0.377278764,0.357954134,0.360955344,0.36690805,0.429307733,0.404920188,0.396198292,0.365670803
Control,0.792124133,0.819421726,0.802058591,0.0514789,0.10296729,0.121053787,0.162586024,0.196885428,0.215773672,0.239855991,0.254938325,0.275974026,0.283437832,0.311296615,0.32523728,0.351020578,0.378810784,0.38218112,0.410820632,0.407523511,0.432225115,0.452769879,0.428339531,0.452893023,0.534035432,0.457616223,0.484665177,0.480579413,0.501471305,0.500136824,0.505554769,0.540863177,0.555325439,0.565651675,0.558789101,0.569668412
Control,1.093350879,1.087862804,1.11951811,0.066689386,0.132106683,0.17751525,0.207845122,0.201087789,0.251488777,0.258949609,0.290813786,0.321915669,0.335377193,0.350429991,0.346617074,0.35438546,0.359630769,0.399860049,0.396776745,0.420302115,0.45933049,0.458486817,0.472776165,0.488942035,0.497704493,0.499303966,0.537503663,0.504525423,0.551913498,0.59373865,0.591647441,0.610791437,0.577116513,0.606421531,0.629757458,0.659409203
Control,0.962465973,0.965457094,0.961893468,0.085184293,0.1584834,0.187916887,0.200361965,0.247872443,0.257555573,0.25779599,0.275146551,0.30486042,0.314461965,0.343049112,0.334905736,0.345537317,0.405507368,0.397650792,0.378563725,0.401002466,0.396801976,0.415636,0.446223403,0.434689336,0.472919569,0.469623182,0.462655131,0.474351734,0.47338357,0.485322708,0.474444086,0.518613919,0.480822269,0.498875787,0.467356111,0.503774199
Control,0.997309909,0.977520414,0.983065895,0.091912619,0.173584225,0.205925806,0.26544895,0.271738241,0.304437979,0.282705317,0.304106566,0.336614937,0.335643002,0.364377259,0.390004258,0.398571522,0.365906552,0.377616869,0.392443693,0.419315621,0.427098451,0.409930168,0.416493462,0.439399439,0.440763349,0.447877781,0.452519049,0.447708055,0.449411458,0.459699386,0.451350074,0.471343155,0.47894141,0.467159506,0.468391455,0.499213398
Control,0.816284366,0.842686728,0.825684937,0.063388977,0.120649842,0.132326806,0.153770119,0.17376865,0.18171188,0.18429137,0.18605219,0.205989907,0.211534337,0.211726172,0.225354883,0.232405354,0.23824585,0.236766869,0.254706552,0.243245451,0.260195517,0.249894023,0.257349208,0.265196663,0.261401938,0.25901098,0.268965744,0.269146967,0.26741273,0.290222598,0.274665876,0.269280574,0.271020637,0.273022752,0.288279127,0.308855615
Control,0.874031487,0.862542563,0.869567192,0.157289422,0.191656233,0.203340088,0.197719493,0.222977868,0.212108442,0.222748271,0.235997557,0.244952302,0.247437876,0.260855835,0.254018069,0.25966813,0.270368685,0.281003787,0.273573635,0.29296757,0.311315228,0.30869836,0.324484123,0.313796171,0.29630792,0.312109687,0.305959169,0.309354628,0.324662009,0.333991398,0.334304593,0.322764557,0.345827372,0.345964487,0.344771432,0.332873638
Control,0.931667809,0.940813989,0.928965741,0.320660591,0.347399142,0.336717076,0.367532807,0.384844995,0.394146436,0.388348411,0.376943984,0.380664113,0.388662414,0.413116228,0.406484319,0.39584211,0.417072463,0.415943871,0.433939045,0.421538908,0.431636469,0.43018584,0.45432832,0.452629032,0.459555769,0.460644421,0.479908691,0.473204141,0.459221279,0.481043797,0.461700384,0.491377784,0.522375425,0.499791553,0.539409944,0.509235802
Control,0.738058773,0.74740806,0.766884006,0.140980538,0.176564828,0.194368785,0.211409987,0.202859438,0.220697849,0.208733004,0.234452527,0.24603315,0.247204569,0.241808019,0.267565219,0.270839436,0.27405786,0.265549155,0.285993625,0.295148291,0.295396315,0.302314573,0.306309788,0.30219326,0.316192632,0.319652569,0.316022281,0.320313771,0.32208727,0.317532298,0.309040171,0.322567026,0.329316293,0.330723975,0.328135482,0.3467344
Control,0.726616371,0.713138963,0.753574555,0.085789375,0.122423899,0.186062181,0.198802499,0.205455707,0.239341746,0.211821034,0.27429968,0.248975153,0.31988288,0.335160463,0.359185822,0.333907353,0.331557923,0.37593985,0.364257977,0.38293747,0.399788944,0.376332168,0.427351858,0.438721137,0.449135126,0.541491822,0.504331797,0.509402895,0.476210562,0.554729102,0.62843729,0.646757193,0.642504119,0.657557012,0.589339961,0.660119556
Control,1.074156074,1.119010701,1.054801816,0.045409489,0.092262073,0.117994262,0.151695369,0.160029259,0.188842622,0.212848047,0.215432698,0.237011381,0.262928037,0.280552929,0.276791781,0.318607127,0.316900042,0.33323032,0.345743929,0.364053083,0.396934844,0.40518171,0.413827828,0.435398492,0.431601756,0.428632662,0.463125054,0.464531223,0.484714484,0.486658347,0.456925135,0.485255542,0.518136111,0.54036056,0.567921542,0.556411819
Control,0.914042459,1.006800449,1.056077248,0.035138091,0.09799029,0.12926011,0.138138691,0.135550573,0.161941009,0.193007949,0.1754015,0.204852814,0.235818319,0.243798281,0.270902912,0.250771412,0.260888976,0.285734235,0.281012658,0.314249152,0.336684965,0.338526836,0.32625047,0.325219535,0.3408744,0.371863601,0.3727839,0.373239832,0.354437449,0.352562151,0.391753622,0.416793292,0.451124246,0.445792681,0.464852098,0.446156461
Control,1.155095256,1.027744124,1.087388042,0.075541875,0.141249227,0.174309665,0.204553938,0.225758879,0.238874097,0.273077417,0.259120907,0.295682731,0.291125,0.293802887,0.300494438,0.312577371,0.333161157,0.341062923,0.376720257,0.383100052,0.383472609,0.397859659,0.389493914,0.384087081,0.398674119,0.419704691,0.418582376,0.414903526,0.445622621,0.432667359,0.44971537,0.450463772,0.439122291,0.441239892,0.469132408,0.441854305
Control,0.921742475,0.932484202,0.924371236,0.070313129,0.105020586,0.146103108,0.159416435,0.168000495,0.174274778,0.192237646,0.201827482,0.219587671,0.206423703,0.237147985,0.237884364,0.252885035,0.236113613,0.276493787,0.281360783,0.274026216,0.289476452,0.275731333,0.281321377,0.311189116,0.295791533,0.309693921,0.320563216,0.317671137,0.316709367,0.325325477,0.329733431,0.319837972,0.343543634,0.323922446,0.354019901,0.349394395
Control,0.912173747,0.921156299,0.906848784,0.065566795,0.104378104,0.126817768,0.130248337,0.155025587,0.16164645,0.172713882,0.186634133,0.189071265,0.196314134,0.206094848,0.195806458,0.207499606,0.228315929,0.218129704,0.24073889,0.257357718,0.250666451,0.275383112,0.259163676,0.265623729,0.267937721,0.268217857,0.272965773,0.288414508,0.2801026,0.296353811,0.302456291,0.306709536,0.309674703,0.293418336,0.312870066,0.314302192
Control,0.897351684,0.897351684,0.897351684,0.061566569,0.089835917,0.106998146,0.12916652,0.138750314,0.14710284,0.156204121,0.172795544,0.173677307,0.175639986,0.178305175,0.204033194,0.191894683,0.189911028,0.20511532,0.212035386,0.222617526,0.213946474,0.213203739,0.23176177,0.241613036,0.243958851,0.238526277,0.247115515,0.238088797,0.239049004,0.244678162,0.260564455,0.25980135,0.259467476,0.257761721,0.265797969,0.274215482
Control,0.882147852,0.862634382,0.83007931,0.049528302,0.088514763,0.121268378,0.122548913,0.137817657,0.14524569,0.155430793,0.164989201,0.168577764,0.181162667,0.19340739,0.206215457,0.207044444,0.2231347,0.239698106,0.236396942,0.231125917,0.250613381,0.252045124,0.237795524,0.247748162,0.25459892,0.244778406,0.245707193,0.253791298,0.266040506,0.272245988,0.267815469,0.27434194,0.291768447,0.308861296,0.294799038,0.296876089
Control,0.940017418,0.940017418,0.940017418,0.104753627,0.180792332,0.244495203,0.264048808,0.291051867,0.348993289,0.397062929,0.40919469,0.445721683,0.415087789,0.436493299,0.476620359,0.538588507,0.497584893,0.514462177,0.543270929,0.576098082,0.560390498,0.571921514,0.635062255,0.620543794,0.648733581,0.63057033,0.632116416,0.703590132,0.661500676,0.663824424,0.692031546,0.701782528,0.655425954,0.71859511,0.715561997,0.7042251
Control,0.85701677,0.85701677,0.85701677,0.087798064,0.179758308,0.192356813,0.238296617,0.268770085,0.289086687,0.274588953,0.335164306,0.317145985,0.314045641,0.387213984,0.410481642,0.426302971,0.384593546,0.406035141,0.423771121,0.437779257,0.461636453,0.454536661,0.423688918,0.445480226,0.481027325,0.470691505,0.475196583,0.474309034,0.47689707,0.476724463,0.497145488,0.517306245,0.572408608,0.545633988,0.534163835,0.554088227
Mutant,0.917181243,0.936032505,0.936000905,0.244248886,0.232231227,0.263617371,0.283912983,0.280474275,0.279949513,0.276731769,0.303167895,0.322755031,0.327611752,0.286726647,0.341083898,0.330444665,0.297774471,0.262418149,0.316613999,0.357458398,0.349154469,0.379635826,0.342408444,0.39265851,0.36784993,0.367169976,0.387650027,0.366924015,0.389295272,0.356517703,0.377032486,0.386103688,0.381245301,0.411020317,0.37592828,0.424620427
Mutant,1.963275383,1.93145424,1.950214413,0.145856134,0.19037516,0.221112423,0.240544191,0.299976643,0.311727005,0.299863528,0.35665855,0.359723443,0.408218393,0.415710288,0.436797368,0.446951075,0.448416752,0.448486289,0.448486289,0.510520031,0.527633951,0.543924372,0.528127655,0.551438435,0.565174988,0.546303268,0.526353248,0.531757593,0.581231975,0.52639845,0.502333242,0.502333242,0.502333242,0.502333242,0.502333242,0.502333242
Mutant,1.16872858,1.16872858,1.16872858,0.062040461,0.079497371,0.100115617,0.117675978,0.117242248,0.139615904,0.142572325,0.158270858,0.1657641,0.160142349,0.173717372,0.168598931,0.166763406,0.199740416,0.213157414,0.188928459,0.217221749,0.215233533,0.219248371,0.220959652,0.223219657,0.234052132,0.226093023,0.226029277,0.23666015,0.23108982,0.26461568,0.246452543,0.240406607,0.225722724,0.280699307,0.265602647,0.285056937
Mutant,0.757836809,0.740958724,0.727955022,0.031068356,0.039491837,0.065353337,0.08683081,0.069044368,0.092698959,0.109655558,0.110534846,0.116817689,0.124878286,0.141344646,0.13692885,0.166231051,0.165,0.166496462,0.146914653,0.20853565,0.153889137,0.149307021,0.142101285,0.176329525,0.169682776,0.126284732,0.142760647,0.145931361,0.160463592,0.15579136,0.125818751,0.146562123,0.156332964,0.129750401,0.119518211,0.147149221
Mutant,0.70652915,0.70652915,0.70652915,0.02110487,0.040257411,0.05659781,0.048089132,0.06465407,0.067212297,0.076635823,0.077678277,0.084076055,0.090759408,0.084816002,0.08839779,0.100221505,0.094082372,0.102469978,0.10912267,0.113383007,0.114648221,0.122596108,0.120438437,0.126939783,0.142868069,0.132612967,0.133715049,0.142029266,0.142230361,0.143514453,0.144164715,0.15489518,0.148412538,0.160336621,0.159027226,0.155440517
Mutant,1.008747664,1.006008096,1.018112017,0.02370198,0.048579772,0.090257324,0.081972797,0.080918234,0.09111106,0.092824735,0.108975075,0.111313155,0.118800407,0.112415636,0.120000978,0.121333176,0.128791872,0.131226513,0.152270131,0.142714973,0.152619824,0.16187936,0.162923497,0.150119776,0.163525788,0.160806413,0.17782226,0.167838103,0.182888477,0.195839178,0.218801838,0.194398772,0.212563177,0.201888122,0.207751226,0.21411613
Mutant,1.02376559,0.969932868,1.025546961,0.027697715,0.048448682,0.05203925,0.061605548,0.063642834,0.060853607,0.069536273,0.093809606,0.082034739,0.080000979,0.089040929,0.094403104,0.095278351,0.096304839,0.097115966,0.109510158,0.11812677,0.122110882,0.124923407,0.116351531,0.115792142,0.131776973,0.138673557,0.108283167,0.144471128,0.163539823,0.1607398,0.134631576,0.146211225,0.143735054,0.155241936,0.157820573,0.153445249
Mutant,0.976878981,1.01244396,1.006804011,0.002718892,0.025270147,0.03175755,0.041805036,0.051149232,0.067429839,0.072910453,0.074185145,0.076121988,0.080161576,0.091554543,0.085796824,0.089054932,0.0963031,0.103676301,0.090320131,0.100311256,0.113156396,0.112204815,0.112012395,0.105172136,0.107967464,0.106515756,0.108160791,0.105987879,0.11936146,0.12257205,0.106973245,0.10289902,0.118615359,0.126142509,0.126236739,0.14555051
Mutant,0.950004873,0.950004873,0.950004873,0.007723054,0.027395833,0.055796473,0.057964985,0.05910454,0.076406322,0.076769544,0.084114746,0.071543521,0.093033739,0.110970291,0.118668647,0.126762131,0.132850332,0.129518749,0.120327758,0.146537031,0.143413343,0.151611386,0.166593947,0.172366847,0.164328257,0.179762713,0.179581899,0.175731186,0.194630588,0.215544088,0.221270803,0.204177713,0.207986096,0.198137655,0.213083533,0.219329462
Mutant,0.906286877,0.87534409,0.860205106,0.15236417,0.206299682,0.224303203,0.228152737,0.228099141,0.28592232,0.262346874,0.290904354,0.252101177,0.299151273,0.306484998,0.309874776,0.335691025,0.349657541,0.326346703,0.37391834,0.351768935,0.34124847,0.357122455,0.377151929,0.392469348,0.411613826,0.417627782,0.400942682,0.428705086,0.432177636,0.474993192,0.450607431,0.44702394,0.478638298,0.493767495,0.493351378,0.470124181
Mutant,0.893804205,0.933330654,0.887806717,0.135974695,0.172077144,0.188649962,0.212784119,0.225512206,0.225317761,0.250954081,0.259286761,0.269048445,0.257465441,0.295666517,0.284380737,0.294146825,0.286046695,0.303333333,0.310382055,0.311265625,0.324774394,0.334372208,0.339983104,0.319165541,0.332526622,0.35380984,0.337147126,0.339504619,0.350131556,0.349037622,0.349396654,0.375378781,0.385189735,0.386292231,0.376800342,0.387611495
Mutant,0.765480236,0.73198747,0.884985949,0.105513785,0.128743001,0.189769108,0.186707294,0.150550529,0.194344596,0.181610508,0.203760733,0.198745472,0.174404388,0.180894243,0.204727347,0.202140425,0.261760898,0.247486541,0.218518519,0.221748202,0.254695343,0.23974601,0.243397624,0.202362542,0.239602796,0.252,0.235148674,0.250589038,0.259065243,0.251896468,0.260974546,0.283209386,0.284786707,0.267547259,0.311862967,0.225005649
Mutant,0.992251929,1.001345012,0.983154545,0.117377213,0.177428027,0.187119319,0.19890714,0.21454865,0.230401358,0.233722068,0.246918033,0.257173601,0.255107923,0.256159254,0.283860635,0.267341509,0.270950975,0.278203124,0.296842995,0.259271956,0.286992957,0.300503389,0.301659397,0.315056993,0.322584848,0.332921777,0.360865689,0.331857764,0.342946901,0.346742321,0.323899167,0.339539691,0.360228871,0.38281767,0.39520262,0.363470364
Mutant,0.63005947,0.604205054,0.58272779,0.081452621,0.076672879,0.083902542,0.103843512,0.113430443,0.102684999,0.104051234,0.131117671,0.139988607,0.159277563,0.140222876,0.139524543,0.136100586,0.165604178,0.173369791,0.164533068,0.145823943,0.148950292,0.187912009,0.189680883,0.185217235,0.172486489,0.182441311,0.182693998,0.183419214,0.18066377,0.172222034,0.206539267,0.209639415,0.222322859,0.200946596,0.201381705,0.19405143
Mutant,1.436645237,1.426005083,1.41684507,0.045158145,0.028084811,0.106922126,0.120863035,0.138661339,0.186314363,0.176352982,0.208912377,0.219085752,0.252255865,0.258498682,0.259488315,0.29821695,0.234700996,0.271703157,0.298744713,0.292150696,0.334988963,0.351779499,0.375921735,0.369839994,0.34568682,0.460137378,0.4172155,0.436184812,0.446245983,0.459691252,0.435064935,0.475144335,0.437726208,0.462034703,0.464361666,0.441436539
Mutant,1.374183785,1.327283727,1.336346101,0.039059634,0.075768036,0.089802965,0.108292114,0.117933971,0.128560932,0.147815595,0.155877244,0.156403976,0.182377575,0.179112825,0.184627993,0.194300138,0.212094786,0.20085255,0.227968605,0.225327117,0.234850996,0.234342303,0.260357043,0.26373592,0.260140651,0.295833602,0.293238095,0.287007318,0.300694309,0.358575708,0.383315609,0.380277629,0.374781371,0.407987115,0.391513309,0.391513309
Mutant,0.933236513,0.934380258,1.039371811,0.040493488,0.054116721,0.084032523,0.090863285,0.112161931,0.127935643,0.136228721,0.138522201,0.144201414,0.166826129,0.165813845,0.182141271,0.186604153,0.180787361,0.197781409,0.208521347,0.213622157,0.204316972,0.216000326,0.232566874,0.253389079,0.246962407,0.240696721,0.251058756,0.257370222,0.26440818,0.277516975,0.292125036,0.267481411,0.299887577,0.295917555,0.301093117,0.290093502
Mutant,0.88295382,0.89126958,0.875393199,0.04051416,0.080835157,0.090902304,0.119969289,0.129772122,0.137195638,0.161651197,0.170981394,0.172847964,0.175950548,0.190310667,0.208757537,0.213127622,0.228477462,0.225598795,0.244924868,0.250748823,0.247318352,0.274284756,0.260691171,0.28943827,0.291112886,0.289456549,0.311135077,0.310815074,0.325468359,0.315424948,0.32792192,0.326320654,0.336052046,0.332045306,0.345549988,0.333874899
